Sample number;Sampling year;Rock description;Link to report;Collector;Batch;Longitude;Latitude;Laboratory;Treatment year;Sample preparation abbr;Analytical method abbr;SiO2 wt%;TiO2 wt%;Al2O3 wt%;Fe2O3 wt%;Fe2O3 wt%;FeO wt%;MnO wt%;MgO wt%;CaO wt%;Na2O wt%;K2O wt%;P2O5 wt%;C wt%;Li ppm;Be ppm;B ppm;S ppm;Cl wt%;Sc ppm;V ppm;Cr ppm;Co ppm;Ni ppm;Cu ppm;Zn ppm;Ga ppm;Ge ppm;As ppm;Se ppm;Br ppm;Rb ppm;Sr ppm;Y ppm;Zr ppm;Nb ppm;Mo ppm;Ru ppb;Rh ppb;Pd ppb;Ag ppm;Cd ppm;In ppm;Sn ppm;Sb ppm;Te ppm;I ppm;Cs ppm;Ba ppm;La ppm;Ce ppm;Pr ppm;Nd ppm;Sm ppm;Eu ppm;Gd ppm;Tb ppm;Dy ppm;Ho ppm;Er ppm;Tm ppm;Yb ppm;Lu ppm;Hf ppm;Ta ppm;W ppm;Re ppb;Os ppb;Ir ppb;Pt ppb;Au ppb;Hg ppm;Tl ppm;Pb ppm;Bi ppm;Th ppm;U ppm
350562;1991;high-grade metamorphic fine-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;38;-50.92839;69.87073;Activation Laboratories Ltd.;1992;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350562;1991;high-grade metamorphic fine-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;10;-50.92839;69.87073;Activation Laboratories Ltd.;1992;NON;INAA;;;;17.01;;;;;4.2;3.07;;;;;;;;;36;;11;46;0;;190;;;0;0;0;0;600;;;;0;;;;0;;;0;0.4;;;0;0;6;16;;13;2.8;1.1;;0.8;;;;;3.4;0.6;3;0;0;;;0;;0;0;;;;0;0
350562;1991;high-grade metamorphic fine-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;36;-50.92839;69.87073;Activation Laboratories Ltd.;1992;FA;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;;;;;;
289199;1983;;Link;Garde, Adam A.;10;-51.193111;64.807176;Activation Laboratories Ltd.;1991;NON;INAA;;;;4.86;;;;;4.2;4.31;;;;;;;;;7.4;;39;39;0;;85;;;0;0;0;52;500;;;;0;;;;0;;;0;0;;;0;370;14;25;;11;1.4;0.7;;0;;;;;0.6;0.1;3;0;200;;;0;;0;0;;;;1.4;0
289199;1983;;Link;Garde, Adam A.;7;-51.193111;64.807176;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.31;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289199;1983;;Link;Garde, Adam A.;7;-51.193111;64.807176;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;3.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289199;1983;;Link;Garde, Adam A.;7;-51.193111;64.807176;GEUS Rock Geochemical lab;;NAF;XRF;63.8;0.5;17.09;;1.21;;0.06;2.24;5.18;;1.06;0.13;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289199;1983;;Link;Garde, Adam A.;7;-51.193111;64.807176;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343662;1986;;Link;Appel, Peter;55;-49.940274;64.7291;Bondar-Clegg and Co. Ltd.;1991;NON;INAA;;;;10.58;;;;;;;;;;;;;;;39;;920;51;190;;0;;;0;0;-1;190;;;-1;;4;;;;0;0;;-1;0.3;-1;;8;1800;7;-1;;;-1;0;;2;;;;;0;-1;4;0;2240;;;0;;0;;;;;0;0
442063;1996;high-grade metamorphic fine-grained intermediate volcanic-sedimentary rock;Link;Ingemann, E.;42;-42.80467;60.99404;Activation Laboratories Ltd.;1996;4AC;ICP;;0.45;12.13;;;;0.13;3.78;7.93;;0.55;0.15;;;0;;;;;116;;;49;10;133;;;;;;;422;11;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;;
442063;1996;high-grade metamorphic fine-grained intermediate volcanic-sedimentary rock;Link;Ingemann, E.;10;-42.80467;60.99404;Activation Laboratories Ltd.;1996;NON;INAA;;;;3.86;;;;;8.4;3.72;;;;;;;;;16;;160;14;0;;147;;;58;0;0;0;0;;;;0;;;;0;;;0;5.2;;;0;230;10;17;;6;1.7;0.8;;0;;;;;1;0.2;2;0;0;;;0;;0;0;;;;1.7;2.4
266451;1979;;Link;Secher, Karsten;7;-51.26253;66.5037;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;0;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266451;1979;;Link;Secher, Karsten;7;-51.26253;66.5037;GEUS Rock Geochemical lab;;NAF;XRF;36.55;0.29;4.65;;9.69;;0.22;10.99;17.99;;2.88;1.85;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266451;1979;;Link;Secher, Karsten;7;-51.26253;66.5037;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328255;1986;;Link;Marker, Mogens K.;7;-51.85436;64.875795;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;5.04;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328255;1986;;Link;Marker, Mogens K.;7;-51.85436;64.875795;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328255;1986;;Link;Marker, Mogens K.;7;-51.85436;64.875795;GEUS Rock Geochemical lab;;NAF;XRF;71.56;0.17;15.95;;0;;0.02;0.32;2.12;;2.1;0.07;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328255;1986;;Link;Marker, Mogens K.;7;-51.85436;64.875795;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289503;1981;rapakivi;Link;Steenfelt, Agnete;22;-43.19457;60.07997;Risø National Laboratory;1991;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;487;45;562;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289503;1981;rapakivi;Link;Steenfelt, Agnete;21;-43.19457;60.07997;Risø National Laboratory;1991;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
289503;1981;rapakivi;Link;Steenfelt, Agnete;18;-43.19457;60.07997;Risø National Laboratory;1991;NON;XPU;;0.75;;7.61;;;0.1;;5.51;;3.11;;;;;;;;;22;90;;47;40;136;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
304439;1982;;Link;Holm, P. E.;22;-45.26253;60.83355;Risø National Laboratory;1999;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;783;239;413;132;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304439;1982;;Link;Holm, P. E.;21;-45.26253;60.83355;Risø National Laboratory;1999;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1430
304439;1982;;Link;Holm, P. E.;18;-45.26253;60.83355;Risø National Laboratory;1999;NON;XPU;;2.55;;11.95;;;0.21;;23;;0;;;;;;;;;181;190;;109;27;149;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;
407067;1993;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock garnet granite;Link;Steenfelt, Agnete;4;-53.486277;67.101897;Activation Laboratories Ltd.;1995;NON;INAA;;;;5.28;;;;;0;3.88;;;;;;;;;21;;260;36;0;;0;;;0;0;0;92;0;;;;0;;;;0;;;0;0;;;0;420;27;42;;14;2.7;0.8;;0;;;;;1.3;0.2;0;0;95;;;0;;0;0;;;;1.2;0
407067;1993;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock garnet granite;Link;Steenfelt, Agnete;7;-53.486277;67.101897;GEUS Rock Geochemical lab;1995;NAF;AAS;;;;;;;;;;3.8;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407067;1993;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock garnet granite;Link;Steenfelt, Agnete;7;-53.486277;67.101897;GEUS Rock Geochemical lab;1995;NAF;TIT;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407067;1993;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock garnet granite;Link;Steenfelt, Agnete;7;-53.486277;67.101897;GEUS Rock Geochemical lab;1995;NAF;XRF;63.85;0.64;16.91;;1.29;;0.05;3.3;2.48;;2.29;0.08;;;;;;;;104.9;265.6;;101.6;;47.3;;;;;;31.4;243.6;;85;;;;;;;;;;;;;;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407067;1993;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock garnet granite;Link;Steenfelt, Agnete;7;-53.486277;67.101897;GEUS Rock Geochemical lab;1995;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404710;1993;high-grade metamorphic medium-grained heterogeneous rock;Link;Schønwandt, Hans Kristian;42;-45.179268;60.823975;Activation Laboratories Ltd.;1993;4AC;ICP;;0.35;11.68;;;;0.04;0.7;1.04;;4.12;0.09;;;0;;;;;19;;;10;20;40;;;;;;;259;8;;;-10000;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
404710;1993;high-grade metamorphic medium-grained heterogeneous rock;Link;Schønwandt, Hans Kristian;10;-45.179268;60.823975;Activation Laboratories Ltd.;1993;NON;INAA;;;;3.57;;;;;2.8;4.64;;;;;;;;;9;;7;5;0;;0;;;0;0;1.7;87;0;;;;2;;;;0;;;0;0.3;;;2;1600;37;73;;24;4.6;1.5;;0;;;;;1.8;0.3;6;0;10;;;0;;0;0;;;;7.9;2.2
350399;1991;low-grade metamorphic fine-grained felsic siliceous carbonate magmatic extrusive rock;Link;Thomassen, Bjørn;41;-50.038822;69.742019;Activation Laboratories Ltd.;1991;AQR;ICP;;;;;;;-1.29;;;;;;;;;;;;;;;;-10000;51;39;;;;;;;;;;;;;;;-10000;-10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;
350399;1991;low-grade metamorphic fine-grained felsic siliceous carbonate magmatic extrusive rock;Link;Thomassen, Bjørn;38;-50.038822;69.742019;Activation Laboratories Ltd.;1991;LIF;ICP-MS;55.9;0.53;16.48;;7.39;;0.26;2.59;5.77;1.34;1.04;0.08;;;;;;;30;;;;;;;;;;;;;107;8;48;;;;;;;;;;;;;;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350399;1991;low-grade metamorphic fine-grained felsic siliceous carbonate magmatic extrusive rock;Link;Thomassen, Bjørn;38;-50.038822;69.742019;Activation Laboratories Ltd.;1991;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350399;1991;low-grade metamorphic fine-grained felsic siliceous carbonate magmatic extrusive rock;Link;Thomassen, Bjørn;10;-50.038822;69.742019;Activation Laboratories Ltd.;1991;NON;INAA;;;;7.21;;;;;5.6;1.36;;;;;;;;;27;;160;26;0;;98;;;61;0;0;35;0;;;;0;;;;0;;;0;0.8;;;3;230;10;19;;9;1.4;0.6;;0;;;;;1.8;0.1;2;0;8;;;6;;21;0;;;;4.9;0
341428;1987;;Link;Knudsen, Christian;59;-50.059933;69.757756;Copenhagen University Geology;1990;PWD;XRF;;;;;;;;;;;;;;;;;;-1;30;213;71;58;155;94;89;16;-10000;;;-10000;19;184;18;67;8.1;-10000;;;;;;;-10000;;;-10000;-10000;313;10;21;;12;;;;;;;;;;;;;-10000;;;;;;;;11;;0;
341428;1987;;Link;Knudsen, Christian;55;-50.059933;69.757756;Bondar-Clegg and Co. Ltd.;1991;NON;INAA;;;;12.15;;;;;;2.56;;;;;;;;;34.5;;75;73;180;;170;;;2;0;0;21;;;0;;1;;;;0;0;;0;0.2;0;;5;340;11;24;;;2.4;0;;1;;;;;2;0.3;2;0;64;;;0;;11;;;;;1.9;0.6
341428;1987;;Link;Knudsen, Christian;7;-50.059933;69.757756;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;2.17;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341428;1987;;Link;Knudsen, Christian;7;-50.059933;69.757756;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;8.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341428;1987;;Link;Knudsen, Christian;7;-50.059933;69.757756;GEUS Rock Geochemical lab;;NAF;XRF;50.45;0.73;16.03;;1.27;;0.18;8.14;10.89;;0.55;0.11;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341428;1987;;Link;Knudsen, Christian;7;-50.059933;69.757756;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350409;1991;high-grade metamorphic fine-grained felsic volcanic-sedimentary rock;Link;Thomassen, Bjørn;41;-50.913139;69.874552;Activation Laboratories Ltd.;1991;AQR;ICP;;;;;;;0.01;;;;;;;;;;;;;;;;105;99999;19386;;;;;;;;;;;;;;;149.4;58.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6201;;;
350409;1991;high-grade metamorphic fine-grained felsic volcanic-sedimentary rock;Link;Thomassen, Bjørn;10;-50.913139;69.874552;Activation Laboratories Ltd.;1991;NON;INAA;;;;43.61;;;;;0;0.08;;;;;;;;;0.7;;0;590;210;;21700;;;670;310;0;0;0;;;;0;;;;150;;;0;25;;;0;0;0;0;;0;0;0;;0;;;;;0;0;2;0;0;;;0;;1710;20;;;;0;0
415632;1994;high-grade metamorphic medium-grained felsic magmatic plutonic rock;Link;Kalsbeek, Feiko;9;-53.895365;67.244679;Copenhagen University Geology;1997;PWD;XRF;;;;;;;;;;;;;;;;;;;5.3;48.8;13.5;61.9;11.2;14.7;87.6;19.2;;;;;20.3;356.1;5.8;225.4;3.6;;;;;;;;;;;;;262.1;24.9;52.2;;21.5;;;;;;;;;;;;;;;;;;;;;6.3;;0.8;
253601;1978;;Link;Secher, Karsten;62;-52.391039;65.568453;Risø National Laboratory;1991;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.4
442056;1996;high-grade metamorphic medium-grained felsic volcanic-sedimentary rock;Link;Ingemann, E.;42;-42.83054;61.00039;Activation Laboratories Ltd.;1996;4AC;ICP;;0.43;9.09;;;;0.01;0.6;2.03;;0.59;0.18;;;0;;;;;85;;;3;14;33;;;;;;;199;10;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;;
442056;1996;high-grade metamorphic medium-grained felsic volcanic-sedimentary rock;Link;Ingemann, E.;10;-42.83054;61.00039;Activation Laboratories Ltd.;1996;NON;INAA;;;;1.23;;;;;1.4;2.57;;;;;;;;;10;;48;2;0;;52;;;17;0;0;0;0;;;;4;;;;0;;;0;1.5;;;0;250;8.5;16;;7;1.7;0.7;;0;;;;;1;0.2;2;0.6;0;;;0;;0;0;;;;1.1;0
339632;1987;;Link;Garde, Adam A.;10;-52.366643;64.994466;Activation Laboratories Ltd.;1991;NON;INAA;;;;2.92;;;;;0;4.61;;;;;;;;;4.6;;11;25;0;;61;;;0;0;0;85;0;;;;0;;;;0;;;0;0;;;0;670;38;57;;19;2.7;0.8;;0;;;;;0.8;0.2;5;0;150;;;0;;0;0;;;;7.1;1.4
339632;1987;;Link;Garde, Adam A.;7;-52.366643;64.994466;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.38;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339632;1987;;Link;Garde, Adam A.;7;-52.366643;64.994466;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;1.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339632;1987;;Link;Garde, Adam A.;7;-52.366643;64.994466;GEUS Rock Geochemical lab;;NAF;XRF;70.25;0.36;15.13;;0.69;;0.05;0.95;2.65;;2.72;0.13;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339632;1987;;Link;Garde, Adam A.;7;-52.366643;64.994466;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441014;1996;high-grade metamorphic fine-grained ultramafic magmatic hypabyssal rock;Link;Birkedal, Nikolai;42;-43.54754;60.54445;Activation Laboratories Ltd.;1996;4AC;ICP;;1.03;7.52;;;;0.2;17.64;8.3;;0.48;0.09;;;0;;;;;214;;;662;110;99;;;;;;;21;12;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
441014;1996;high-grade metamorphic fine-grained ultramafic magmatic hypabyssal rock;Link;Birkedal, Nikolai;10;-43.54754;60.54445;Activation Laboratories Ltd.;1996;NON;INAA;;;;11.21;;;;;8.4;0.77;;;;;;;;;20;;1300;53;460;;102;;;410;0;0;0;0;;;;0;;;;0;;;0;16;;;30;0;6.6;13;;6;1.9;0.7;;0;;;;;0.9;0.2;1;0.6;0;;;0;;47;0;;;;0.9;0
441014;1996;high-grade metamorphic fine-grained ultramafic magmatic hypabyssal rock;Link;Birkedal, Nikolai;36;-43.54754;60.54445;Activation Laboratories Ltd.;1997;FA;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;13;;;;;;
441014;1996;high-grade metamorphic fine-grained ultramafic magmatic hypabyssal rock;Link;Birkedal, Nikolai;39;-43.54754;60.54445;Activation Laboratories Ltd.;1996;LIF;XRF;45.4;1.05;7.77;;12.41;;0.17;19.65;8.51;0.83;0.5;0.09;;;1;;;;21;180;;;;;;;;;;;;23;12;55;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441014;1996;high-grade metamorphic fine-grained ultramafic magmatic hypabyssal rock;Link;Birkedal, Nikolai;39;-43.54754;60.54445;Activation Laboratories Ltd.;1996;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360910;1991;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock somewhat streaky bi gneiss, porphyroclastic;Link;Steenfelt, Agnete;9;-50.88457;69.298979;Copenhagen University Geology;1992;PWD;XRF;;;;;;;;;;;;;;;;;;;3.3;21.4;17.6;2.5;8.6;13.5;61.8;18.7;;;;;176.7;354.4;18.6;238.4;7.9;;;;;;;;;;;;;1842.9;86.6;161.6;;49;;;;;;;;;;;;;;;;;;;;;20.4;;22;
360910;1991;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock somewhat streaky bi gneiss, porphyroclastic;Link;Steenfelt, Agnete;4;-50.88457;69.298979;Activation Laboratories Ltd.;1991;NON;INAA;;;;2.3;;;;;2.8;3.22;;;;;;;;;3;;0;0;0;;0;;;0;0;0;150;0;;;;0;;;;0;;;0;0;;;0;1600;91;200;;59;6.8;1.2;;0;;;;;1.6;0.3;8;0;0;;;0;;0;0;;;;24;0
360910;1991;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock somewhat streaky bi gneiss, porphyroclastic;Link;Steenfelt, Agnete;5;-50.88457;69.298979;Activation Laboratories Ltd.;1992;LIF;XRF;70.8;0.3;14.35;;2.32;;0.03;0.43;1.53;3.45;5.31;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353519;1989;Skarn, Mineralization: Pyrrhotite;Link;Appel, Peter;7;-49.924147;64.746832;GEUS Rock Geochemical lab;1990;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442003;1996;high-grade metamorphic fine-grained intermediate volcanic-sedimentary rock;Link;Ingemann, E.;42;-42.7922;60.98539;Activation Laboratories Ltd.;1996;4AC;ICP;;0.8;12.85;;;;0.22;3.33;10.45;;1.11;0.2;;;0;;;;;190;;;60;40;164;;;;;;;391;23;;;3;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
442003;1996;high-grade metamorphic fine-grained intermediate volcanic-sedimentary rock;Link;Ingemann, E.;10;-42.7922;60.98539;Activation Laboratories Ltd.;1996;NON;INAA;;;;6.16;;;;;9.79;2.48;;;;;;;;;19;;110;17;0;;173;;;38;0;0;26;0;;;;5;;;;0;;;0;1.7;;;1;430;12;23;;9;2.7;0.8;;0;;;;;2;0.4;2;0;4;;;0;;9;0;;;;0.8;1.2
348670;1991;medium-grained felsic siliceous alkaline magmatic plutonic rock;Link;Kalsbeek, Feiko;9;-50.79956;69.778603;Copenhagen University Geology;1992;PWD;XRF;;;;;;;;;;;;;;;;;;;3.8;22.5;6.2;83.8;4.3;3.8;55.5;16.7;;;;;57.5;326.2;6.5;131.9;5.1;;;;;;;;;;;;;443;8.9;27.5;;10.8;;;;;;;;;;;;;;;;;;;;;11.1;;5.4;
348670;1991;medium-grained felsic siliceous alkaline magmatic plutonic rock;Link;Kalsbeek, Feiko;5;-50.79956;69.778603;Activation Laboratories Ltd.;1992;LIF;XRF;72.65;0.22;14.48;;2.16;;0.03;0.46;2.6;4.47;1.52;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348670;1991;medium-grained felsic siliceous alkaline magmatic plutonic rock;Link;Kalsbeek, Feiko;5;-50.79956;69.778603;Activation Laboratories Ltd.;1992;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350321;1991;high-grade metamorphic mafic volcanic-sedimentary rock Garnet-rich metachert with pyrrhotite;Link;Thomassen, Bjørn;41;-51.835863;70.082076;Activation Laboratories Ltd.;1991;AQR;ICP;;;;;;;0.04;;;;;;;;;;;;;;;;90;255;570;;;;;;;;;;;;;;;0.7;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;
350321;1991;high-grade metamorphic mafic volcanic-sedimentary rock Garnet-rich metachert with pyrrhotite;Link;Thomassen, Bjørn;10;-51.835863;70.082076;Activation Laboratories Ltd.;1991;NON;INAA;;;;30.88;;;;;0;0;;;;;;;;;16;;110;26;140;;825;;;54;0;0;0;0;;;;0;;;;0;;;0;0.3;;;0;0;15;28;;9;2.3;0.5;;0;;;;;1.9;0.3;2;0;0;;;0;;20;0;;;;4.1;0
406158;1992;low-grade metamorphic fine-grained mafic magmatic extrusive rock;Link;Nielsen, Troels F.D.;59;-43.605408;60.98016;Copenhagen University Geology;1996;PWD;XRF;;;;;;;;;;;;;;;;;;-1;31;196;160;50;35;29;99;17;-10000;;;-10000;7;234;21;100;3;-10000;;;;;;;-10000;;;-10000;-10000;244;15;32;;18;;;;;;;;;;;;;-10000;;;;;;;;149;;7;
406158;1992;low-grade metamorphic fine-grained mafic magmatic extrusive rock;Link;Nielsen, Troels F.D.;7;-43.605408;60.98016;GEUS Rock Geochemical lab;1993;NAF;AAS;;;;;;;;;;2.4;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406158;1992;low-grade metamorphic fine-grained mafic magmatic extrusive rock;Link;Nielsen, Troels F.D.;7;-43.605408;60.98016;GEUS Rock Geochemical lab;1993;NAF;TIT;;;;;;6.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406158;1992;low-grade metamorphic fine-grained mafic magmatic extrusive rock;Link;Nielsen, Troels F.D.;7;-43.605408;60.98016;GEUS Rock Geochemical lab;1993;NAF;XRF;53.16;1.31;16.42;;2.97;;0.15;5.56;9.45;;0.51;0.17;;;;;;;;180.6;126.9;;35.5;;113.4;;;;;;48.9;294.3;;173;;;;;;;;;;;;;;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406158;1992;low-grade metamorphic fine-grained mafic magmatic extrusive rock;Link;Nielsen, Troels F.D.;7;-43.605408;60.98016;GEUS Rock Geochemical lab;1993;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406176;1992;heterogeneous mafic alkaline magmatic hypabyssal rock;Link;Nielsen, Troels F.D.;7;-43.642712;60.977654;GEUS Rock Geochemical lab;1993;NAF;AAS;;;;;;;;;;3.65;;;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406176;1992;heterogeneous mafic alkaline magmatic hypabyssal rock;Link;Nielsen, Troels F.D.;7;-43.642712;60.977654;GEUS Rock Geochemical lab;1993;NAF;TIT;;;;;;8.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297616;1980;;Link;Tukiainen, Tapani;21;-45.96147;60.88299;Risø National Laboratory;1999;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.9
