Sample number;Sampling year;Rock description;Link to report;Collector;Batch;Longitude;Latitude;Laboratory;Treatment year;Sample preparation abbr;Analytical method abbr;SiO2 wt%;TiO2 wt%;Al2O3 wt%;Fe2O3 wt%;Fe2O3 wt%;FeO wt%;MnO wt%;MgO wt%;CaO wt%;Na2O wt%;K2O wt%;P2O5 wt%;C wt%;Li ppm;Be ppm;B ppm;S ppm;Cl wt%;Sc ppm;V ppm;Cr ppm;Co ppm;Ni ppm;Cu ppm;Zn ppm;Ga ppm;Ge ppm;As ppm;Se ppm;Br ppm;Rb ppm;Sr ppm;Y ppm;Zr ppm;Nb ppm;Mo ppm;Ru ppb;Rh ppb;Pd ppb;Ag ppm;Cd ppm;In ppm;Sn ppm;Sb ppm;Te ppm;I ppm;Cs ppm;Ba ppm;La ppm;Ce ppm;Pr ppm;Nd ppm;Sm ppm;Eu ppm;Gd ppm;Tb ppm;Dy ppm;Ho ppm;Er ppm;Tm ppm;Yb ppm;Lu ppm;Hf ppm;Ta ppm;W ppm;Re ppb;Os ppb;Ir ppb;Pt ppb;Au ppb;Hg ppm;Tl ppm;Pb ppm;Bi ppm;Th ppm;U ppm
289093;1982;;Link;Garde, Adam A.;7;-50.991661;64.938997;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;1.94;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289093;1982;;Link;Garde, Adam A.;7;-50.991661;64.938997;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;7.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289093;1982;;Link;Garde, Adam A.;7;-50.991661;64.938997;GEUS Rock Geochemical lab;;NAF;XRF;52.67;0.6;13.8;;1.55;;0.16;8.75;10.08;;0.48;0.08;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289093;1982;;Link;Garde, Adam A.;7;-50.991661;64.938997;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283180;1987;;Link;Secher, Karsten;55;-48.115991;60.877376;Bondar-Clegg and Co. Ltd.;1991;NON;INAA;;;;14.3;;;;;;2.97;;;;;;;;;35;;700;88;170;;360;;;11;0;0;85;;;0;;0;;;;6;0;;0;0.5;0;;3;1200;41;85;;;10;3;;1;;;;;0;0;0;1;51;;;0;;5;;;;;1.9;1.9
360946;1991;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock strongly banded biotite gneiss, porphyrocl;Link;Steenfelt, Agnete;9;-50.611261;69.22732;Copenhagen University Geology;1992;PWD;XRF;;;;;;;;;;;;;;;;;;;3.5;30.4;18.6;4;8.6;2;67.6;19;;;;;100.9;358.7;6.1;175.7;5.1;;;;;;;;;;;;;947.8;51.6;88.8;;30.8;;;;;;;;;;;;;;;;;;;;;15.4;;16.7;
360946;1991;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock strongly banded biotite gneiss, porphyrocl;Link;Steenfelt, Agnete;4;-50.611261;69.22732;Activation Laboratories Ltd.;1991;NON;INAA;;;;2.37;;;;;2.8;3.91;;;;;;;;;2;;14;5;0;;0;;;0;0;0;83;0;;;;0;;;;0;;;0;0;;;8;740;58;110;;35;3.8;1.1;;0;;;;;0.5;0.1;6;0;5;;;0;;0;0;;;;15;1.9
360946;1991;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock strongly banded biotite gneiss, porphyrocl;Link;Steenfelt, Agnete;5;-50.611261;69.22732;Activation Laboratories Ltd.;1992;LIF;XRF;70.31;0.34;14.99;;2.56;;0.04;0.74;2.62;4.35;2.94;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360946;1991;high-grade metamorphic medium-grained felsic siliceous magmatic plutonic rock strongly banded biotite gneiss, porphyrocl;Link;Steenfelt, Agnete;5;-50.611261;69.22732;Activation Laboratories Ltd.;1992;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355729;1991;high-grade metamorphic fine-grained felsic siliceous magmatic plutonic rock granitic gneiss;Link;Steenfelt, Agnete;4;-50.620495;70.049314;Activation Laboratories Ltd.;1991;NON;INAA;;;;2.3;;;;;1.4;4.3;;;;;;;;;4.4;;0;0;0;;65;;;0;0;0;92;0;;;;0;;;;0;;;0;0;;;0;540;15;37;;7;1.3;0.4;;0;;;;;0.9;0.2;6;1;0;;;0;;0;0;;;;17;0
355729;1991;high-grade metamorphic fine-grained felsic siliceous magmatic plutonic rock granitic gneiss;Link;Steenfelt, Agnete;7;-50.620495;70.049314;GEUS Rock Geochemical lab;1993;NAF;AAS;;;;;;;;;;4.03;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355729;1991;high-grade metamorphic fine-grained felsic siliceous magmatic plutonic rock granitic gneiss;Link;Steenfelt, Agnete;7;-50.620495;70.049314;GEUS Rock Geochemical lab;1993;NAF;TIT;;;;;;2.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355729;1991;high-grade metamorphic fine-grained felsic siliceous magmatic plutonic rock granitic gneiss;Link;Steenfelt, Agnete;7;-50.620495;70.049314;GEUS Rock Geochemical lab;1993;NAF;XRF;72.57;0.27;14.39;;0.05;;0.04;0.57;2.42;;2.52;0.06;;;;;;;;39.7;78.4;;0;;46.1;;;;;;89.9;165.3;;161;;;;;;;;;;;;;;559;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355729;1991;high-grade metamorphic fine-grained felsic siliceous magmatic plutonic rock granitic gneiss;Link;Steenfelt, Agnete;7;-50.620495;70.049314;GEUS Rock Geochemical lab;1993;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278754;1981;;Link;Garde, Adam A.;10;-51.240076;64.948419;Activation Laboratories Ltd.;1994;NON;INAA;;;;5.35;;;;;5.32;4.65;;;;;;;;;9.3;;41.3;44.6;82;;110;;;0;0;0;13;400;;;;0;;;;0;;;300;0;;;0;246;17;33;;16;3.1;1;;0.4;;;;;0.8;0.1;2.1;0.4;250;;;0;;30;0;;;;0;0
278754;1981;;Link;Garde, Adam A.;7;-51.240076;64.948419;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.78;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278754;1981;;Link;Garde, Adam A.;7;-51.240076;64.948419;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;3.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278754;1981;;Link;Garde, Adam A.;7;-51.240076;64.948419;GEUS Rock Geochemical lab;;NAF;XRF;62.19;0.71;17.03;;1.74;;0.08;2.34;5.66;;0.74;0.2;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278754;1981;;Link;Garde, Adam A.;7;-51.240076;64.948419;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412604;1994;medium-grained mafic subalkaline magmatic hypabyssal rock;Link;Nielsen, Troels F.D.;7;-42.583332;61.575001;GEUS Rock Geochemical lab;1994;NAF;AAS;;;;;;;;;;3.94;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412604;1994;medium-grained mafic subalkaline magmatic hypabyssal rock;Link;Nielsen, Troels F.D.;7;-42.583332;61.575001;GEUS Rock Geochemical lab;1994;NAF;TIT;;;;;;10.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412604;1994;medium-grained mafic subalkaline magmatic hypabyssal rock;Link;Nielsen, Troels F.D.;7;-42.583332;61.575001;GEUS Rock Geochemical lab;1994;NAF;XRF;46.57;3.06;15.43;;2.89;;0.19;5.38;7.76;;1.7;1.09;;;;;;;;217.8;0;;25;;112.1;;;;;;43.2;747.7;;174;;;;;;;;;;;;;;1226;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412604;1994;medium-grained mafic subalkaline magmatic hypabyssal rock;Link;Nielsen, Troels F.D.;7;-42.583332;61.575001;GEUS Rock Geochemical lab;1994;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289502;1981;rusty rapakivi;Link;Steenfelt, Agnete;22;-43.19457;60.07997;Risø National Laboratory;1991;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;505;47;542;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289502;1981;rusty rapakivi;Link;Steenfelt, Agnete;21;-43.19457;60.07997;Risø National Laboratory;1991;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4
289502;1981;rusty rapakivi;Link;Steenfelt, Agnete;18;-43.19457;60.07997;Risø National Laboratory;1991;NON;XPU;;0.77;;7.86;;;0.09;;5.53;;2.55;;;;;;;;;40;4;;53;45;161;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
348634;1991;medium-grained felsic subalkaline magmatic plutonic rock;Link;Kalsbeek, Feiko;9;-50.734815;69.856373;Copenhagen University Geology;1992;PWD;XRF;;;;;;;;;;;;;;;;;;;4.2;28.9;7.1;95.2;4.9;10;60.8;18.1;;;;;64.8;390.8;10.2;124.3;4.7;;;;;;;;;;;;;630.4;25.6;50;;18;;;;;;;;;;;;;;;;;;;;;13.2;;8.8;
348634;1991;medium-grained felsic subalkaline magmatic plutonic rock;Link;Kalsbeek, Feiko;5;-50.734815;69.856373;Activation Laboratories Ltd.;1992;LIF;XRF;70.57;0.39;15.29;;2.61;;0.04;0.81;2.82;4.62;1.41;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348634;1991;medium-grained felsic subalkaline magmatic plutonic rock;Link;Kalsbeek, Feiko;5;-50.734815;69.856373;Activation Laboratories Ltd.;1992;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320485;1984;;Link;Knudsen, Christian;7;-51.717749;65.379642;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;2.69;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320485;1984;;Link;Knudsen, Christian;7;-51.717749;65.379642;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;4.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320485;1984;;Link;Knudsen, Christian;7;-51.717749;65.379642;GEUS Rock Geochemical lab;;NAF;XRF;20.71;0.18;4.67;;2.52;;0.26;12.01;21.96;;1.28;3.42;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320485;1984;;Link;Knudsen, Christian;7;-51.717749;65.379642;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289228;1985;;Link;Garde, Adam A.;7;-51.204985;64.763865;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;5.52;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289228;1985;;Link;Garde, Adam A.;7;-51.204985;64.763865;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;2.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289228;1985;;Link;Garde, Adam A.;7;-51.204985;64.763865;GEUS Rock Geochemical lab;;NAF;XRF;65.68;0.45;17.81;;0.66;;0.02;1.38;3.92;;1.57;0.14;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289228;1985;;Link;Garde, Adam A.;7;-51.204985;64.763865;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442039;1996;high-grade metamorphic medium-grained intermediate volcanic-sedimentary rock;Link;Ingemann, E.;42;-42.80112;60.9763;Activation Laboratories Ltd.;1996;4AC;ICP;;1.18;14.62;;;;0.22;7.44;10.2;;0.43;0.14;;;0;;;;;294;;;34;26;117;;;;;;;518;20;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;;
442039;1996;high-grade metamorphic medium-grained intermediate volcanic-sedimentary rock;Link;Ingemann, E.;10;-42.80112;60.9763;Activation Laboratories Ltd.;1996;NON;INAA;;;;7.95;;;;;7;1.62;;;;;;;;;25;;150;21;0;;105;;;2.3;0;0;0;0;;;;0;;;;0;;;0;0.9;;;0;120;7.8;15;;6;1.9;0.7;;0;;;;;1.4;0.2;2;0.6;0;;;0;;16;0;;;;0.6;0.8
413028;1994;high-grade metamorphic carbonate sand conglomerate and breccia sedimentary rock;Link;Thomassen, Bjørn;42;-43.244099;60.606209;Activation Laboratories Ltd.;1994;4AC;ICP;;0.32;10.54;;;;0.11;1.24;6.45;;2.77;0.09;;;0;;;;;41;;;26;24;59;;;;;;;165;22;;;-10000;;;;0.5;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;0;;
413028;1994;high-grade metamorphic carbonate sand conglomerate and breccia sedimentary rock;Link;Thomassen, Bjørn;10;-43.244099;60.606209;Activation Laboratories Ltd.;1994;NON;INAA;;;;3.33;;;;;7;2.56;;;;;;;;;8.1;;49;7;0;;57;;;13;0;0;84;0;;;;5;;;;0;;;0;5.2;;;5;730;33;63;;26;4.2;0.9;;0.6;;;;;2.7;0.4;5;0;2;;;0;;3;0;;;;9.9;4.8
413028;1994;high-grade metamorphic carbonate sand conglomerate and breccia sedimentary rock;Link;Thomassen, Bjørn;36;-43.244099;60.606209;Activation Laboratories Ltd.;1994;FA;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;;;;;;
405140;1993;high-grade metamorphic medium-grained intermediate rock;Link;Thomassen, Bjørn;42;-44.830559;60.789371;Activation Laboratories Ltd.;1993;4AC;ICP;;0.32;12.45;;;;0.07;1.49;3.18;;2.18;0.11;;;0;;;;;33;;;16;11;43;;;;;;;335;7;;;-10000;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
405140;1993;high-grade metamorphic medium-grained intermediate rock;Link;Thomassen, Bjørn;10;-44.830559;60.789371;Activation Laboratories Ltd.;1993;NON;INAA;;;;3.87;;;;;2.8;2.4;;;;;;;;;6.5;;27;59;77;;76;;;1.2;0;0;34;0;;;;7;;;;0;;;0;0.2;;;0;1700;18;31;;11;2.1;0.7;;0;;;;;0.9;0.1;3;0;3;;;0;;49;0;;;;2.8;1
405140;1993;high-grade metamorphic medium-grained intermediate rock;Link;Thomassen, Bjørn;36;-44.830559;60.789371;Activation Laboratories Ltd.;1994;FA;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;64;;;;;;
404705;1993;medium-grained siliceous magmatic plutonic rock;Link;Schønwandt, Hans Kristian;42;-45.174316;60.832672;Activation Laboratories Ltd.;1993;4AC;ICP;;0.05;10.66;;;;0.01;0.12;1.16;;4.85;0.02;;;0;;;;;12;;;8;70;10;;;;;;;516;2;;;-10000;;;;0.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;;
404705;1993;medium-grained siliceous magmatic plutonic rock;Link;Schønwandt, Hans Kristian;10;-45.174316;60.832672;Activation Laboratories Ltd.;1993;NON;INAA;;;;0.97;;;;;0;2.66;;;;;;;;;0.3;;5;2;0;;0;;;1.1;0;0;85;0;;;;0;;;;0;;;0;0.3;;;0;1500;4.4;8;;0;0.5;0.3;;0;;;;;0;0;1;0;6;;;0;;0;0;;;;1.1;1.1
283627;1985;;Link;Garde, Adam A.;10;-52.050662;64.731677;Activation Laboratories Ltd.;1991;NON;INAA;;;;2.92;;;;;5.6;5.23;;;;;;;;;3.2;;38;39;0;;0;;;0;0;0;0;1300;;;;0;;;;0;;;0;0;;;0;280;4;8;;0;0.2;0.5;;0;;;;;0.1;0;0;0;210;;;0;;0;0;;;;0;0
283627;1985;;Link;Garde, Adam A.;7;-52.050662;64.731677;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;5.6;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283627;1985;;Link;Garde, Adam A.;7;-52.050662;64.731677;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;2.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283627;1985;;Link;Garde, Adam A.;7;-52.050662;64.731677;GEUS Rock Geochemical lab;;NAF;XRF;57.07;0.07;23.51;;0.55;;0.06;2.37;7.37;;0.25;0.05;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283627;1985;;Link;Garde, Adam A.;7;-52.050662;64.731677;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412908;1994;high-grade metamorphic medium-grained mafic magmatic extrusive rock;Link;Stendal, Henrik;59;-43.533714;60.52269;Copenhagen University Geology;1995;PWD;XRF;;;;;;;;;;;;;;;;;;-1;29.7;237.8;1753.5;91.5;880.8;84.2;83.2;14.1;-10000;;;-10000;3.2;205.7;14.2;68;7.4;-10000;;;;;;;-10000;;;-10000;-10000;29;8.3;22.6;;12.9;;;;;;;;;;;;;-10000;;;;;;;;4.6;;0;
412908;1994;high-grade metamorphic medium-grained mafic magmatic extrusive rock;Link;Stendal, Henrik;42;-43.533714;60.52269;Activation Laboratories Ltd.;1994;4AC;ICP;;1;5.97;;;;0.15;20.28;6.6;;0.12;0.08;;;0;;;;;158;;;1072;71;17;;;;;;;191;12;;;-10000;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
412908;1994;high-grade metamorphic medium-grained mafic magmatic extrusive rock;Link;Stendal, Henrik;10;-43.533714;60.52269;Activation Laboratories Ltd.;1994;NON;INAA;;;;12.08;;;;;7;0.16;;;;;;;;;25;;1500;76;790;;107;;;200;0;0;0;0;;;;0;;;;0;;;0;110;;;0;60;7.1;20;;11;2.9;1.1;;0;;;;;1.4;0.2;2;0;-1;;;0;;18;0;;;;1.1;0
412908;1994;high-grade metamorphic medium-grained mafic magmatic extrusive rock;Link;Stendal, Henrik;36;-43.533714;60.52269;Activation Laboratories Ltd.;1995;FA;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;15;;;;;;
412908;1994;high-grade metamorphic medium-grained mafic magmatic extrusive rock;Link;Stendal, Henrik;7;-43.533714;60.52269;GEUS Rock Geochemical lab;1994;NAF;AAS;;;;;;;;;;0.17;;;;;;;;;;;;;;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412908;1994;high-grade metamorphic medium-grained mafic magmatic extrusive rock;Link;Stendal, Henrik;7;-43.533714;60.52269;GEUS Rock Geochemical lab;1994;NAF;TIT;;;;;;9.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412908;1994;high-grade metamorphic medium-grained mafic magmatic extrusive rock;Link;Stendal, Henrik;7;-43.533714;60.52269;GEUS Rock Geochemical lab;1994;NAF;XRF;47.58;1.18;8.09;;1.63;;0.18;21.08;7.98;;0.1;0.11;;;;;;;;222.1;1466.4;;962.8;;75.9;;;;;;11.4;198.7;;71;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412908;1994;high-grade metamorphic medium-grained mafic magmatic extrusive rock;Link;Stendal, Henrik;7;-43.533714;60.52269;GEUS Rock Geochemical lab;1994;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289343;1981;graphite schist;Link;Steenfelt, Agnete;22;-53.427663;66.828096;Risø National Laboratory;1991;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;171;14;32;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289343;1981;graphite schist;Link;Steenfelt, Agnete;21;-53.427663;66.828096;Risø National Laboratory;1991;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9
289343;1981;graphite schist;Link;Steenfelt, Agnete;18;-53.427663;66.828096;Risø National Laboratory;1991;NON;XPU;;0.33;;2.66;;;0.04;;1.73;;1.63;;;;;;;;;0;0;;0;0;9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
350559;1991;high-grade metamorphic fine-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;41;-50.92839;69.87073;Activation Laboratories Ltd.;1992;AQR;ICP;;;;;;;0.06;;;;;;;;;;;;;;;;109;10;41;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;
350559;1991;high-grade metamorphic fine-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;38;-50.92839;69.87073;Activation Laboratories Ltd.;1992;LIF;ICP-MS;46.52;0.73;16.24;;8.29;;0.1;9.59;9.09;2.45;0.12;0.06;;;;;;;34;;;;;;;;;;;;;129;16;49;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350559;1991;high-grade metamorphic fine-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;38;-50.92839;69.87073;Activation Laboratories Ltd.;1992;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350559;1991;high-grade metamorphic fine-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;10;-50.92839;69.87073;Activation Laboratories Ltd.;1992;NON;INAA;;;;8.28;;;;;7;2.48;;;;;;;;;35;;260;31;180;;73;;;3;0;0;0;0;;;;0;;;;0;;;0;0.3;;;0;0;3;6;;5;1.2;0.5;;0;;;;;1.7;0.3;1;0;0;;;0;;0;0;;;;0;0
350559;1991;high-grade metamorphic fine-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;36;-50.92839;69.87073;Activation Laboratories Ltd.;1992;FA;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;28;;;;;;
289048;1982;;Link;Garde, Adam A.;7;-51.098302;65.021372;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.02;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289048;1982;;Link;Garde, Adam A.;7;-51.098302;65.021372;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;3.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289048;1982;;Link;Garde, Adam A.;7;-51.098302;65.021372;GEUS Rock Geochemical lab;;NAF;XRF;60.6;0.65;16.34;;2.08;;0.1;3.04;6.05;;1;0.22;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289048;1982;;Link;Garde, Adam A.;7;-51.098302;65.021372;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329876;1985;;Link;Appel, Peter;56;-51.604231;64.173883;Bondar-Clegg and Co. Ltd.;1991;PWD;XRF;;;;;;;;;;;;;;;;;;;;;-1;;;;;;-1;;;;-1;;;-1;-1;;;;;;;;0;-1;;;;-1;-1;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;-1;
329876;1985;;Link;Appel, Peter;55;-51.604231;64.173883;Bondar-Clegg and Co. Ltd.;1991;NON;INAA;;;;12.58;;;;;;1.21;;;;;;;;;-1;;870;59;330;;0;;;0;0;-1;-1;;;-1;;0;;;;0;0;;-1;0;-1;;-1;0;5;-1;;;-1;-1;;-1;;;;;-1;-1;0;0;6;;;0;;0;;;;;1.2;0.6
329876;1985;;Link;Appel, Peter;7;-51.604231;64.173883;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;1.06;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329876;1985;;Link;Appel, Peter;7;-51.604231;64.173883;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329876;1985;;Link;Appel, Peter;7;-51.604231;64.173883;GEUS Rock Geochemical lab;;NAF;XRF;51.9;0.52;14.37;;6.09;;0.14;4.8;12.11;;0.2;0.05;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329876;1985;;Link;Appel, Peter;7;-51.604231;64.173883;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
